,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
20,Folarin Balogun,eng ENG,FW,Arsenal,20-047,2001,1.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.44,0.0,0.44,0.44,0.44,0.6,3.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.09,-0.3,-0.3,3.0,4.0,75.0,42.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,41.7,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,10.0,6.0,16.0,0.0,1.0,0.0,0.0,0.0,14.0,32.0,7.0,1.0,0.0,1.0,29.0,15.0,51.7,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
21,Patrick Bamford,eng ENG,FW,Leeds United,27-348,1993,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.19,0.04,0.23,0.19,0.23,0.8,1.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.16,-0.2,-0.2,12.0,14.0,85.7,259.0,22.0,5.0,6.0,83.3,3.0,3.0,100.0,4.0,4.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,15.0,3.0,20.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,14.0,7.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,10.0,8.0,4.0,0.0,0.0,0.0,32.0,14.0,43.8,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
22,Ashley Barnes,eng ENG,FW,Burnley,31-293,1989,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,14.0,14.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,1.0,0.0,0.0,8.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
23,Harvey Barnes,eng ENG,FW,Leicester City,23-253,1997,1.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.14,0.0,0.14,0.14,0.14,0.8,1.0,1.0,0.0,100.0,1.27,1.27,0.0,0.0,0.11,-0.1,-0.1,13.0,15.0,86.7,218.0,54.0,6.0,6.0,100.0,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,34.0,0.0,1.0,17.0,21.0,4.0,34.0,2.0,6.0,33.3,2.0,0.0,30.0,139.0,103.0,4.0,4.0,1.0,38.0,30.0,78.9,5.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,Mads Bech Sørensen,dk DEN,DF,Brentford,22-224,1999,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Saïd Benrahma,dz ALG,MF,West Ham,26-009,1995,1.0,1.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,1.03,1.03,2.07,1.03,2.07,0.2,0.2,0.2,0.26,0.16,0.42,0.26,0.42,1.0,3.0,1.0,0.0,33.3,3.1,1.03,0.33,1.0,0.08,0.8,0.8,23.0,34.0,67.6,352.0,63.0,13.0,18.0,72.2,8.0,10.0,80.0,1.0,4.0,25.0,0.8,1.0,1.0,2.0,0.0,3.0,32.0,2.0,0.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,26.0,4.0,4.0,7.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,5.17,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.07,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,10.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,5.0,10.0,32.0,6.0,42.0,1.0,3.0,33.3,1.0,0.0,37.0,214.0,114.0,6.0,2.0,2.0,52.0,37.0,71.2,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
26,Christian Benteke,be BEL,FW,Crystal Palace,30-259,1990,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.4,1.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.05,0.0,0.0,3.0,3.0,100.0,40.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,11.0,5.0,45.5,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
27,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,30-296,1990,1.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.12,0.0,0.12,0.12,0.12,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.06,-0.1,-0.1,13.0,19.0,68.4,247.0,69.0,7.0,8.0,87.5,5.0,5.0,100.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,12.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,1.0,4.0,11.0,22.0,0.0,28.0,3.0,3.0,100.0,3.0,0.0,21.0,163.0,74.0,2.0,3.0,0.0,22.0,16.0,72.7,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,33.3
28,Steven Bergwijn,nl NED,FW,Tottenham,23-315,1997,1.0,1.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.18,1.18,0.0,1.18,0.5,0.5,0.1,0.58,0.09,0.68,0.58,0.68,0.8,3.0,1.0,0.0,33.3,3.55,1.18,0.0,0.0,0.16,-0.5,-0.5,12.0,15.0,80.0,181.0,34.0,7.0,7.0,100.0,4.0,5.0,80.0,1.0,2.0,50.0,0.9,2.0,1.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.55,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,11.1,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,24.0,1.0,6.0,11.0,15.0,3.0,24.0,1.0,1.0,100.0,1.0,0.0,21.0,217.0,167.0,2.0,3.0,1.0,22.0,17.0,77.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
29,Mads Bidstrup,dk DEN,MF,Brentford,20-175,2001,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,58.0,7.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,3.0,60.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,9.0,2.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,10.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
30,Yves Bissouma,ml MLI,MF,Brighton,24-354,1996,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,45.0,93.3,768.0,142.0,13.0,13.0,100.0,23.0,23.0,100.0,4.0,6.0,66.7,0.0,0.0,3.0,2.0,0.0,3.0,43.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,4.0,2.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,13.0,5.0,38.5,3.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,50.0,2.0,11.0,32.0,12.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,38.0,329.0,169.0,5.0,1.0,0.0,42.0,39.0,92.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
31,Jarrod Bowen,eng ENG,FW,West Ham,24-242,1996,1.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.49,0.14,0.63,0.49,0.63,1.0,2.0,2.0,0.0,100.0,2.02,2.02,0.0,0.0,0.24,-0.5,-0.5,19.0,27.0,70.4,437.0,133.0,8.0,10.0,80.0,4.0,6.0,66.7,6.0,8.0,75.0,-0.1,2.0,1.0,1.0,0.0,2.0,23.0,4.0,0.0,0.0,5.0,2.0,1.0,4.0,2.0,0.0,2.0,16.0,4.0,7.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.08,4.0,1.0,2.0,0.0,0.0,0.0,2.0,2.02,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.6,6.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,6.0,11.0,21.0,7.0,31.0,3.0,3.0,100.0,3.0,0.0,26.0,207.0,132.0,9.0,1.0,2.0,45.0,22.0,48.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0
32,Josh Brownhill,eng ENG,MF,Burnley,25-243,1995,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,127.0,4.0,1.0,1.0,100.0,3.0,4.0,75.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,4.0,6.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,6.0,0.0,1.0,0.0,7.0,6.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
33,Emi Buendía,ar ARG,"MF,FW",Aston Villa,24-237,1996,1.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.8,1.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.02,0.0,0.0,25.0,33.0,75.8,470.0,128.0,13.0,16.0,81.3,6.0,7.0,85.7,5.0,9.0,55.6,0.0,0.0,2.0,1.0,0.0,3.0,28.0,5.0,1.0,0.0,5.0,4.0,0.0,3.0,2.0,1.0,0.0,21.0,4.0,8.0,3.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,10.0,3.0,30.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,2.0,27.0,17.0,0.0,37.0,1.0,2.0,50.0,1.0,0.0,27.0,96.0,43.0,4.0,2.0,0.0,35.0,30.0,85.7,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0
34,Dominic Calvert-Lewin,eng ENG,FW,Everton,24-156,1997,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.6,1.6,0.0,1.6,0.0,1.6,1.6,1.6,1.0,5.0,2.0,0.0,40.0,5.0,2.0,0.2,0.5,0.32,-0.6,-0.6,10.0,17.0,58.8,113.0,16.0,6.0,9.0,66.7,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0,4.0,11.0,14.0,6.0,27.0,0.0,1.0,0.0,0.0,0.0,9.0,19.0,5.0,0.0,0.0,0.0,40.0,15.0,37.5,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,46.2
35,João Cancelo,pt POR,DF,Manchester City,27-084,1994,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.15,0.61,0.76,0.15,0.76,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.05,-0.1,-0.1,61.0,73.0,83.6,1178.0,482.0,25.0,27.0,92.6,28.0,33.0,84.8,8.0,12.0,66.7,-0.6,3.0,8.0,3.0,0.0,9.0,66.0,7.0,1.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,45.0,14.0,14.0,9.0,53.0,3.0,6.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,87.0,3.0,18.0,51.0,28.0,3.0,81.0,3.0,4.0,75.0,3.0,0.0,63.0,252.0,154.0,10.0,7.0,0.0,59.0,59.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,75.0
36,Sergi Canós,es ESP,DF,Brentford,24-198,1997,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.2,0.18,0.23,0.41,0.18,0.41,1.0,3.0,2.0,0.0,66.7,3.0,2.0,0.33,0.5,0.06,0.8,0.8,13.0,22.0,59.1,265.0,198.0,7.0,8.0,87.5,2.0,2.0,100.0,4.0,9.0,44.4,-0.2,1.0,1.0,1.0,0.0,1.0,20.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,9.0,5.0,8.0,1.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,0.0,4.0,6.0,66.7,2.0,25.0,6.0,24.0,17.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,37.0,1.0,17.0,15.0,9.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,21.0,155.0,113.0,4.0,3.0,2.0,20.0,18.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
37,Todd Cantwell,eng ENG,"MF,FW",Norwich City,23-173,1998,1.0,1.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.07,0.21,0.28,0.07,0.28,0.9,1.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.07,-0.1,-0.1,23.0,27.0,85.2,393.0,137.0,8.0,9.0,88.9,10.0,12.0,83.3,3.0,4.0,75.0,-0.2,2.0,3.0,0.0,0.0,2.0,26.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,3.0,4.0,75.0,1.0,18.0,6.0,33.3,9.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,44.0,1.0,14.0,19.0,12.0,1.0,43.0,0.0,1.0,0.0,0.0,0.0,37.0,103.0,54.0,4.0,0.0,1.0,44.0,30.0,68.2,5.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
38,Matty Cash,eng ENG,DF,Aston Villa,24-012,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,54.0,74.0,73.0,1025.0,266.0,19.0,23.0,82.6,29.0,33.0,87.9,6.0,18.0,33.3,0.0,0.0,5.0,2.0,0.0,5.0,57.0,17.0,4.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,43.0,9.0,22.0,5.0,53.0,2.0,13.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,11.0,5.0,45.5,3.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,87.0,2.0,20.0,44.0,27.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,48.0,210.0,113.0,7.0,3.0,0.0,51.0,50.0,98.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,25.0
39,Craig Cathcart,nir NIR,DF,Watford,32-194,1989,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,61.1,448.0,213.0,8.0,8.0,100.0,11.0,16.0,68.8,3.0,9.0,33.3,0.0,0.0,2.0,0.0,0.0,2.0,25.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,15.0,6.0,17.0,3.0,10.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,10.0,2.0,20.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,39.0,2.0,19.0,12.0,10.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,15.0,48.0,37.0,2.0,1.0,0.0,20.0,17.0,85.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
